,Title,Location,Company,Salary
379,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
380,Analyst-Data Science,"New York, NY",Amex,
381,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
382,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
383,Data Scientist,"Corning, NY 14831",Corning,
384,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
385,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
386,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
387,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
388,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
389,newESG Data Scientist,"New York, NY",MSCI Inc,
390,Data Scientist,"Nanuet, NY+1 location",Alldus,
391,Data Scientist,"New York, NY 10036",Pluto TV,
392,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
393,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
394,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
395,Analyst-Data Science,"New York, NY",Amex,
396,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
397,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
398,Data Scientist,"Corning, NY 14831",Corning,
399,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
400,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
401,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
402,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
403,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
404,newESG Data Scientist,"New York, NY",MSCI Inc,
405,Data Scientist,"Nanuet, NY+1 location",Alldus,
406,Data Scientist,"New York, NY 10036",Pluto TV,
407,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
408,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
409,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
410,Analyst-Data Science,"New York, NY",Amex,
411,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
412,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
413,Data Scientist,"Corning, NY 14831",Corning,
414,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
415,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
416,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
417,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
418,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
419,newESG Data Scientist,"New York, NY",MSCI Inc,
420,Data Scientist,"Nanuet, NY+1 location",Alldus,
421,Data Scientist,"New York, NY 10036",Pluto TV,
422,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
423,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
424,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
425,Analyst-Data Science,"New York, NY",Amex,
426,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
427,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
428,Data Scientist,"Corning, NY 14831",Corning,
429,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
430,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
431,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
432,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
433,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
434,newESG Data Scientist,"New York, NY",MSCI Inc,
435,Data Scientist,"Nanuet, NY+1 location",Alldus,
436,Data Scientist,"New York, NY 10036",Pluto TV,
437,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
438,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
439,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
440,Analyst-Data Science,"New York, NY",Amex,
441,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
442,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
443,Data Scientist,"Corning, NY 14831",Corning,
444,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
445,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
446,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
447,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
448,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
449,newESG Data Scientist,"New York, NY",MSCI Inc,
450,Data Scientist,"Nanuet, NY+1 location",Alldus,
451,Data Scientist,"New York, NY 10036",Pluto TV,
452,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
453,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
454,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
455,Analyst-Data Science,"New York, NY",Amex,
456,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
457,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
458,Data Scientist,"Corning, NY 14831",Corning,
459,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
460,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
461,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
462,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
463,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
464,newESG Data Scientist,"New York, NY",MSCI Inc,
465,Data Scientist,"Nanuet, NY+1 location",Alldus,
466,Data Scientist,"New York, NY 10036",Pluto TV,
467,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
468,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
469,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
470,Analyst-Data Science,"New York, NY",Amex,
471,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
472,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
473,Data Scientist,"Corning, NY 14831",Corning,
474,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
475,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
476,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
477,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
478,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
479,newESG Data Scientist,"New York, NY",MSCI Inc,
480,Data Scientist,"Nanuet, NY+1 location",Alldus,
481,Data Scientist,"New York, NY 10036",Pluto TV,
482,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
483,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
484,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
485,Analyst-Data Science,"New York, NY",Amex,
486,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
487,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
488,Data Scientist,"Corning, NY 14831",Corning,
489,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
490,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
491,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
492,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
493,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
494,newESG Data Scientist,"New York, NY",MSCI Inc,
495,Data Scientist,"Nanuet, NY+1 location",Alldus,
496,Data Scientist,"New York, NY 10036",Pluto TV,
497,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
498,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
499,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
500,Analyst-Data Science,"New York, NY",Amex,
501,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
502,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
503,Data Scientist,"Corning, NY 14831",Corning,
504,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
505,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
506,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
507,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
508,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
509,newESG Data Scientist,"New York, NY",MSCI Inc,
510,Data Scientist,"Nanuet, NY+1 location",Alldus,
511,Data Scientist,"New York, NY 10036",Pluto TV,
512,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
513,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
514,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
515,Analyst-Data Science,"New York, NY",Amex,
516,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
517,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
518,Data Scientist,"Corning, NY 14831",Corning,
519,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
520,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
521,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
522,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
523,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
524,newESG Data Scientist,"New York, NY",MSCI Inc,
525,Data Scientist,"Nanuet, NY+1 location",Alldus,
526,Data Scientist,"New York, NY 10036",Pluto TV,
527,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
528,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
529,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
530,Analyst-Data Science,"New York, NY",Amex,
531,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
532,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
533,Data Scientist,"Corning, NY 14831",Corning,
534,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
535,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
536,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
537,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
538,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
539,newESG Data Scientist,"New York, NY",MSCI Inc,
540,Data Scientist,"Nanuet, NY+1 location",Alldus,
541,Data Scientist,"New York, NY 10036",Pluto TV,
542,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
543,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
544,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
545,Analyst-Data Science,"New York, NY",Amex,
546,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
547,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
548,Data Scientist,"Corning, NY 14831",Corning,
549,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
550,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
551,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
552,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
553,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
554,newESG Data Scientist,"New York, NY",MSCI Inc,
555,Data Scientist,"Nanuet, NY+1 location",Alldus,
556,Data Scientist,"New York, NY 10036",Pluto TV,
557,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
558,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
559,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
560,Analyst-Data Science,"New York, NY",Amex,
561,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
562,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
563,Data Scientist,"Corning, NY 14831",Corning,
564,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
565,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
566,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
567,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
568,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
569,newESG Data Scientist,"New York, NY",MSCI Inc,
570,Data Scientist,"Nanuet, NY+1 location",Alldus,
571,Data Scientist,"New York, NY 10036",Pluto TV,
572,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
573,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
574,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
575,Analyst-Data Science,"New York, NY",Amex,
576,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
577,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
578,Data Scientist,"Corning, NY 14831",Corning,
579,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
580,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
581,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
582,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
583,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
584,newESG Data Scientist,"New York, NY",MSCI Inc,
585,Data Scientist,"Nanuet, NY+1 location",Alldus,
586,Data Scientist,"New York, NY 10036",Pluto TV,
587,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
588,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
589,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
590,Analyst-Data Science,"New York, NY",Amex,
591,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
592,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
593,Data Scientist,"Corning, NY 14831",Corning,
594,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
595,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
596,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
597,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
598,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
599,newESG Data Scientist,"New York, NY",MSCI Inc,
600,Data Scientist,"Nanuet, NY+1 location",Alldus,
601,Data Scientist,"New York, NY 10036",Pluto TV,
602,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
603,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
604,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
605,Analyst-Data Science,"New York, NY",Amex,
606,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
607,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
608,Data Scientist,"Corning, NY 14831",Corning,
609,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
610,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
611,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
612,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
613,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
614,newESG Data Scientist,"New York, NY",MSCI Inc,
615,Data Scientist,"Nanuet, NY+1 location",Alldus,
616,Data Scientist,"New York, NY 10036",Pluto TV,
617,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
618,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
619,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
620,Analyst-Data Science,"New York, NY",Amex,
621,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
622,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
623,Data Scientist,"Corning, NY 14831",Corning,
624,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
625,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
626,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
627,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
628,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
629,newESG Data Scientist,"New York, NY",MSCI Inc,
630,Data Scientist,"Nanuet, NY+1 location",Alldus,
631,Data Scientist,"New York, NY 10036",Pluto TV,
632,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
633,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
634,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
635,Analyst-Data Science,"New York, NY",Amex,
636,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
637,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
638,Data Scientist,"Corning, NY 14831",Corning,
639,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
640,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
641,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
642,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
643,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
644,newESG Data Scientist,"New York, NY",MSCI Inc,
645,Data Scientist,"Nanuet, NY+1 location",Alldus,
646,Data Scientist,"New York, NY 10036",Pluto TV,
647,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
648,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
649,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
650,Analyst-Data Science,"New York, NY",Amex,
651,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
652,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
653,Data Scientist,"Corning, NY 14831",Corning,
654,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
655,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
656,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
657,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
658,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
659,newESG Data Scientist,"New York, NY",MSCI Inc,
660,Data Scientist,"Nanuet, NY+1 location",Alldus,
661,Data Scientist,"New York, NY 10036",Pluto TV,
662,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
663,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
664,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
665,Analyst-Data Science,"New York, NY",Amex,
666,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
667,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
668,Data Scientist,"Corning, NY 14831",Corning,
669,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
670,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
671,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
672,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
673,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
674,newESG Data Scientist,"New York, NY",MSCI Inc,
675,Data Scientist,"Nanuet, NY+1 location",Alldus,
676,Data Scientist,"New York, NY 10036",Pluto TV,
677,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
678,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
679,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
680,Analyst-Data Science,"New York, NY",Amex,
681,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
682,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
683,Data Scientist,"Corning, NY 14831",Corning,
684,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
685,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
686,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
687,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
688,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
689,newESG Data Scientist,"New York, NY",MSCI Inc,
690,Data Scientist,"Nanuet, NY+1 location",Alldus,
691,Data Scientist,"New York, NY 10036",Pluto TV,
692,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
693,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
694,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
695,Analyst-Data Science,"New York, NY",Amex,
696,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
697,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
698,Data Scientist,"Corning, NY 14831",Corning,
699,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
700,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
701,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
702,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
703,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
704,newESG Data Scientist,"New York, NY",MSCI Inc,
705,Data Scientist,"Nanuet, NY+1 location",Alldus,
706,Data Scientist,"New York, NY 10036",Pluto TV,
707,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
708,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
709,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
710,Analyst-Data Science,"New York, NY",Amex,
711,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
712,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
713,Data Scientist,"Corning, NY 14831",Corning,
714,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
715,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
716,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
717,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
718,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
719,newESG Data Scientist,"New York, NY",MSCI Inc,
720,Data Scientist,"Nanuet, NY+1 location",Alldus,
721,Data Scientist,"New York, NY 10036",Pluto TV,
722,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
723,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
724,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
725,Analyst-Data Science,"New York, NY",Amex,
726,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
727,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
728,Data Scientist,"Corning, NY 14831",Corning,
729,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
730,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
731,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
732,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
733,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
734,newESG Data Scientist,"New York, NY",MSCI Inc,
735,Data Scientist,"Nanuet, NY+1 location",Alldus,
736,Data Scientist,"New York, NY 10036",Pluto TV,
737,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
738,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
739,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
740,Analyst-Data Science,"New York, NY",Amex,
741,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
742,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
743,Data Scientist,"Corning, NY 14831",Corning,
744,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
745,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
746,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
747,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
748,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
749,newESG Data Scientist,"New York, NY",MSCI Inc,
750,Data Scientist,"Nanuet, NY+1 location",Alldus,
751,Data Scientist,"New York, NY 10036",Pluto TV,
752,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
753,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
754,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
755,Analyst-Data Science,"New York, NY",Amex,
756,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
757,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
